0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
-20.508888,59.104774,-25.608992,53.936356,-17.145025,57.55317,-20.890938,59.581005,-17.539452,60.44051,-34.33135,37.558914,-22.986904,56.346386,-21.766878,59.119095,-28.614813,51.402065,-25.294832,51.977314,-22.54749,57.775776,-24.979912,56.92268,-19.437683,61.059303,-16.135801,57.220253,-20.022005,58.40213,-19.021978,60.292004
-27.345758,-78.040184,-15.440316,-78.20658,-17.725143,-69.69432,-19.556746,-73.88354,-16.727312,-72.305214,14.504656,-78.826195,-14.767912,-59.37983,-25.5046,-69.16762,-3.1319318,-81.56482,-18.784353,-64.78144,-27.091585,-67.69964,2.9932897,-81.359215,-18.497173,-73.0732,-16.749634,-68.892975,-22.10588,-68.20036,-18.197956,-72.92776
-45.49467,43.123425,-55.910774,48.23854,-23.114134,41.016964,-36.84544,44.269783,-21.688833,43.87538,-15.06901,67.08469,-26.493902,41.322292,-47.47928,47.337746,-55.19737,45.108723,-49.954597,47.968334,-47.462692,43.361744,-52.72688,45.271595,-24.374737,43.92209,-21.175734,40.64951,-44.620884,43.066483,-24.31688,44.027454
-20.578068,14.676522,-15.451615,13.416963,-27.49593,12.04719,-22.860882,15.784373,-29.69127,12.903733,-28.646032,10.325503,-19.147945,9.302642,-18.279459,15.892293,-25.358694,11.81653,-19.14604,17.932684,-19.721565,14.933903,-28.784185,7.1789227,-26.236765,13.905345,-26.451572,11.579316,-23.403934,14.889393,-26.802193,13.334551
-21.479774,52.06176,-24.85703,44.968643,-12.535288,54.36464,-24.803839,45.70459,-12.582622,57.072384,-40.766575,35.038536,-18.597658,52.569035,-24.323917,49.030846,-22.203684,51.25964,-37.574226,43.100883,-23.686644,50.960274,-23.849257,47.917377,-14.513776,57.799004,-11.309882,53.672165,-21.4929,51.25668,-14.192825,57.151794
39.91739,19.41274,41.50779,32.678883,31.28878,14.431059,33.35822,16.080822,30.471783,14.357752,64.01172,28.881794,33.892593,12.80977,43.76915,22.656841,49.734043,30.155533,34.748684,17.13675,43.14199,19.711592,52.45213,31.22977,31.339006,14.8079195,32.771893,14.272499,38.58811,20.043022,30.521967,14.536477
-9.553267,72.78031,-58.838634,36.752132,-24.5859,69.80612,-18.274996,74.71131,-26.809776,72.77299,-4.2064886,75.344604,-29.43717,68.14366,-11.6665125,73.67165,-71.19206,27.134466,-10.974263,61.401886,-10.488665,73.56362,-70.434494,36.609528,-27.002275,74.513916,-22.04334,69.310684,-3.2541215,63.79796,-26.593683,74.23493
-68.227196,-30.087934,-77.86236,-42.084377,-52.49787,-32.996895,-60.45637,-34.205643,-54.199337,-34.889545,-59.22687,-52.125793,-51.080208,-30.615131,-73.40992,-32.3745,-76.46978,-51.794624,-64.00126,-34.034504,-71.54836,-30.694555,-69.10584,-49.701134,-58.472363,-34.8773,-51.870678,-33.375637,-66.51894,-30.809801,-57.71279,-34.703537
-11.144363,-52.549927,6.4169073,-62.304546,-10.169844,-41.14027,-11.01752,-45.074024,-10.358326,-42.77286,6.6373076,-53.395275,-10.939361,-38.165646,-10.644631,-56.65043,14.01384,-68.03989,-10.302139,-45.801956,-10.654353,-54.589428,12.935973,-63.25512,-10.248612,-44.331234,-9.969515,-40.280865,-10.512012,-50.645214,-9.983095,-44.130253
-57.196747,-55.17352,-56.653103,-75.166435,-39.239544,-58.6665,-47.35729,-58.16682,-42.916275,-58.000893,-26.40329,-87.185135,-38.809437,-55.758602,-59.860832,-61.49774,-45.882046,-86.860535,-49.649925,-58.447304,-58.847515,-59.285416,-38.677673,-83.444374,-45.186054,-57.182014,-38.155685,-58.62682,-55.26255,-55.05323,-44.557716,-56.99121
-41.071644,71.890144,-38.976627,82.53429,-33.669704,61.87374,-37.164417,69.74178,-35.328896,63.210896,-53.559097,60.27135,-38.373676,58.065865,-36.44675,76.61866,-37.709175,78.2142,-30.800386,70.28141,-34.380417,74.74715,-32.573677,81.63305,-37.887474,64.10773,-35.01525,54.998367,-40.91359,70.73543,-37.203262,63.745186
-21.201748,-78.5836,-9.039585,-89.724556,-13.819734,-68.5494,-14.879941,-73.94435,-12.6791935,-71.68901,24.969303,-80.65927,-14.662063,-62.78855,-20.765625,-81.83117,9.242738,-89.93673,-19.76661,-76.01755,-22.466856,-80.44838,14.809743,-86.490585,-13.771842,-72.07423,-12.936771,-67.8324,-26.205732,-79.95525,-13.51773,-71.9794
69.26556,19.67607,76.99619,22.841824,59.09709,18.776443,70.7251,14.065021,65.48436,12.111418,78.87252,26.152576,59.016132,10.763123,67.46649,17.397127,80.24096,31.409775,67.710045,18.022812,68.9029,18.696365,84.38345,34.384525,66.95138,12.390424,58.70795,19.344881,68.69573,19.207546,66.000824,12.451544
28.098742,13.469063,28.42426,25.377728,23.99907,9.239858,25.1339,11.341957,23.166498,9.928719,61.676804,19.732763,25.47209,8.867062,28.773605,15.450255,17.895775,6.9915257,26.257965,12.052652,28.177223,14.081676,13.521291,8.475931,23.377428,10.448515,24.454815,9.722647,26.551891,13.1154175,22.773312,10.209474
-27.855377,71.03992,-43.22155,67.392006,-27.161612,61.25924,-30.82014,68.14525,-28.032518,62.774315,-34.843437,67.04606,-29.614037,55.24036,-31.054161,64.93249,-48.085552,67.21251,-21.014196,64.541466,-30.412216,70.41951,-43.915333,70.741135,-29.624294,63.283752,-26.46426,61.24622,-27.479702,69.28587,-29.784243,63.52476
-40.006073,84.13692,-23.237215,91.03677,-41.59161,64.609886,-44.188553,76.48812,-43.49973,66.298485,-79.03369,59.50059,-46.36218,58.836567,-36.502815,88.40983,-20.683105,90.75746,-30.891747,81.02455,-36.496273,87.217476,-21.069592,94.656334,-46.38049,66.856094,-43.185234,58.20213,-43.889385,81.10324,-45.864082,66.52429
62.087574,22.21143,71.19191,24.642418,55.7075,15.914279,59.69318,18.372208,56.38699,16.653461,73.82845,13.329632,55.671795,13.670597,62.09743,22.951946,81.75394,24.424255,60.5051,20.773918,63.843895,20.786911,85.53483,27.162899,57.33648,16.952429,56.573772,15.513896,62.105507,22.81116,54.73405,15.928255
